dataset_id,description,description_original,total_answered,total_answered_original,q1,q1_original,q2,q2_original,q3,q3_original,q4,q4_original
42et-jh9v,"This dataset focuses on high school performance, providing valuable insights into various educational metrics over multiple years, specifically from 2008 to 2012. It includes unique identifiers for schools, quality review scores, and grades related to student progress, performance, and school environment for the years 2010-2011 and 2011-2012. The dataset features a range of quality review scores, from ""Outstanding"" to ""Underdeveloped,"" allowing for a comprehensive analysis of school effectiveness. Additionally, it captures graduation and college enrollment rates, which are crucial for assessing student outcomes. The semantic profile highlights the dataset's focus on educational metrics, making it a useful resource for researchers, policymakers, and educators interested in evaluating and improving high school performance. By analyzing this data, stakeholders can identify trends, measure progress, and develop strategies to enhance educational quality and student readiness for college and careers.

Column constraints outlined in Data Dictionary:
quality_review_year: numeric; range: 2008.0 to 2012.0; null values allowed  
quality_review_score: allowed values: ""Outstanding (only an option in 2007-8)"", ""Well Developed"", ""Proficient"", ""Developing"", ""Underdeveloped""; null values allowed  
progress_rpt_10_11: allowed values: ""A"", ""B"", ""C"", ""D"", ""F""; null values allowed  
student_progress_10_11: allowed values: ""A"", ""B"", ""C"", ""D"", ""F""; null values allowed  
student_perf_10_11: allowed values: ""A"", ""B"", ""C"", ""D"", ""F""; null values allowed  
envi_10_11: allowed values: ""A"", ""B"", ""C"", ""D"", ""F""; null values allowed  
college_ready_10_11: null values allowed  
graduation_2010_11: format: percentage; range: 0% to 100%; null values allowed  
college_enroll_2010_11: format: percentage; range: 0% to 100%; null values allowed  
progress_rpt_11_12: allowed values: ""A"", ""B"", ""C"", ""D"", ""F""; null values allowed  
student_progress_11_12: allowed values: ""A"", ""B"", ""C"", ""D"", ""F""; null values allowed  
student_perf_11_12: allowed values: ""A"", ""B"", ""C"", ""D"", ""F""; null values allowed  
envi_11_12: allowed values: ""A"", ""B"", ""C"", ""D"", ""F""; null values allowed  
college_ready_11_12: null values allowed  
graduation_2011_12: format: percentage; range: 0% to 100%; null values allowed  
college_enroll_2011_12: format: percentage; range: 0% to 100%; null values allowed","This dataset provides a comprehensive overview of NYC high school performance, capturing various metrics from the 2008 to 2012 academic years. It includes unique identifiers for schools, quality review scores, and detailed reports on student progress and performance. The dataset also tracks graduation and college enrollment rates, offering valuable insights into educational outcomes. With a focus on academic performance and quality assessment, this dataset can be utilized for analyzing trends in student achievement and evaluating the effectiveness of educational programs. It serves as a crucial resource for educators, policymakers, and researchers interested in improving high school education in New York City.",3,3,1,0,1,1,1,1,0,1
3w89-mz4u,"This dataset provides detailed information on K-8 class sizes across various boroughs, including Brooklyn, Queens, Manhattan, the Bronx, and Staten Island. It includes data on grade levels, program types, the number of students enrolled, the number of classes offered, and the average class size. The dataset features five unique boroughs and ten grade levels, with program types categorized into General Education, Integrated Co-Teaching, Self-contained Special Education, and Gifted and Talented. The number of students ranges from 2 to 14,886, while the average class size varies from 2 to 32 students. This dataset can be utilized by educators, policymakers, and researchers to analyze class size trends, assess educational equity, and inform decisions regarding resource allocation in schools. By understanding the distribution of students and classes, stakeholders can better address the needs of diverse student populations in the K-8 education system.

Column constraints outlined in Data Dictionary:
grade_level: Allowed values include ""K"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""K-8 SC""; ""K-8 SC"" may have additional specifications (e.g., ""SC 12:1"", ""SC 8:1:1"", ""SC 15:1"", ""SC 6:1:1"").  
program_type: Allowed values include ""Gen Ed"", ""ICT"", ""SC"", ""G&T"", ""ICT & G&T""; ""SC"" may have additional specifications (e.g., ""SC 12:1"", ""SC 12:1:1"", ""SC 8:1:1"").  
number_of_students: Must be a non-negative integer; represents enrollment counts.  
number_of_classes: Must be a non-negative integer.  
average_class_size: Must be a positive decimal number; calculated as number_of_students / number_of_classes.","This dataset provides insights into average class sizes across various boroughs in New York City, focusing on different grade levels and program types. It includes key information such as the number of students, number of classes, and average class size, allowing for a comprehensive analysis of educational environments. The dataset covers five boroughs, ten grade levels, and nine program types, making it a valuable resource for educators, policymakers, and researchers interested in understanding class size dynamics. By examining this data, users can identify trends and make informed decisions to enhance educational outcomes.",1,1,0,0,1,1,0,0,0,0
k8hv-56d7,"This dataset provides comprehensive insights into graduation performance metrics across various schools, categorized by demographic groups such as General Education, Black, Hispanic, and Asian students. It includes unique identifiers for each school, allowing for easy tracking and analysis of student cohorts over time. The dataset captures the number of students eligible for standardized tests in June and August, along with their performance metrics, such as the total number of students who took the tests and their respective scores. With a total of 11 unique demographic categories and 373 school identifiers, this dataset serves as a valuable resource for educators, policymakers, and researchers interested in understanding educational outcomes and disparities. It can be utilized to assess the effectiveness of educational programs, identify areas for improvement, and promote lifelong learning initiatives aimed at enhancing student achievement across diverse populations.

Column constraints outlined in Data Dictionary:
demographic: allowed values include ""General Education"", ""Asian"", ""White"", ""English Language Learners"", ""Black"", ""Male"", ""Female"", ""Hispanic"", ""Special Education"", ""All Students""; null values are not allowed  
dbn: format is a combination of digits and uppercase letters, typically 2 letters followed by 3 digits; null values are not allowed  
name: string; null values are allowed  
total_cohort_june: numeric; minimum value is 0; null values are allowed  
total_math_ela_apm_june: numeric; minimum value is 0; null values are allowed  
_of_cohort_june: numeric; minimum value is 0; null values are allowed  
total_cohort_august: numeric; minimum value is 0; null values are allowed  
total_math_ela_apm_august: numeric; minimum value is 0; null values are allowed  
_of_august: numeric; minimum value is 0; null values are allowed","This dataset provides insights into graduation performance metrics across various demographic groups in educational institutions. It includes key information such as the total number of students in cohorts for June and August, along with their performance in math and English Language Arts assessments. The dataset categorizes students by demographics, such as Asian, Black, Hispanic, and more, allowing for targeted analysis. With 100 unique entries, it captures a wide range of performance metrics, making it a valuable resource for educators and policymakers aiming to understand and improve student outcomes.",2,1,0,0,1,1,0,0,1,0
k2zg-756q,"This dataset contains information from the NYC School Survey, which evaluates various aspects of school performance and community engagement. It includes unique identifiers for schools, such as the DBN (District Borough Number), and provides insights into school names, parent, teacher, and student response rates. The dataset features scores reflecting collaborative teacher satisfaction, effective school leadership, rigorous instruction, supportive environments, strong family-community ties, and trust within the school community. Each score is measured on a scale from 1.0 to 4.99, allowing for comparative analysis across schools. The total parent and teacher response rates range from 0% to 100%, indicating the level of engagement from these groups. This dataset can be utilized by educators, policymakers, and researchers to assess school effectiveness, identify areas for improvement, and foster community involvement in the educational process.

Column constraints outlined in Data Dictionary:
dbn: format is a string of 8 characters, starting with a number followed by a letter and 5 digits; uniqueness required  
total_parent_response_rate: integer value between 0 and 100; null values allowed  
total_teacher_response_rate: integer value between 0 and 100; null values allowed  
total_student_response_rate: percentage format (integer followed by '%'); null values allowed  
collaborative_teachers_score: float value; null values allowed  
effective_school_leadership: float value; null values allowed  
rigorous_instruction_score: float value; null values allowed  
supportive_environment_score: float value; null values allowed  
strong_family_community_ties: float value; null values allowed  
trust_score: float value; null values allowed","This dataset provides insights into the school environment in New York City, featuring key metrics such as parent, teacher, and student response rates, along with scores for collaborative teaching, effective leadership, rigorous instruction, and community ties. Each school is uniquely identified by its DBN and name, allowing for easy reference. The data includes a range of scores that reflect the educational quality and supportiveness of the school environment. This dataset can be utilized by educators, policymakers, and researchers to assess and improve school conditions, fostering a better educational experience for students and families in NYC.",3,2,1,0,1,1,0,0,1,1
su38-ur5m,"The Community Schools Directory dataset provides a comprehensive overview of various schools, including their unique identifiers (dbn), building codes (bldg_code), names, grade levels served, and associated community-based organizations (lead_cbo_partner). With 318 unique school identifiers and 267 building codes, this dataset captures a diverse range of educational institutions, serving grades from elementary to high school. The semantic profile highlights that the dbn serves as an aggregation key, while the bldg_code and school_name are essential for identifying and categorizing schools. The grades_served column categorizes the educational levels offered, and the lead_cbo_partner indicates the community organizations collaborating with these schools. This dataset can be utilized for research, policy-making, and program development aimed at enhancing community engagement in education, as well as for identifying partnerships that support student success in various neighborhoods.

Column constraints outlined in Data Dictionary:
dbn: format must be a string of 2 letters followed by 3 digits  
bldg_code: format must be a string of 1 letter followed by 3 digits  
school_name: required; must be a string  
grades_served: allowed values include ""Elementary"", ""Junior High-Intermediate-Middle"", ""High school"", ""K-8"", ""K-12 all grades"", ""Secondary School""  
lead_cbo_partner: nullable; must be a string if present","This dataset provides a comprehensive directory of community schools, detailing essential information such as school identifiers, building codes, and names of the institutions. It includes data on the grades served, ranging from elementary to high school, and highlights partnerships with various community-based organizations. The dataset features 100 unique entries, with a diverse range of educational levels represented. Each school is associated with a lead partner organization, which plays a crucial role in supporting the school's mission. This information can be utilized for research, policy-making, and enhancing community engagement in education.",2,2,0,0,1,1,0,0,1,1
rear-wh5i,"This dataset provides comprehensive information on school safety in New York City for the 2016-2017 academic year. It includes details such as the school name, location, borough, and geographical district, along with various crime statistics, including major crimes, non-criminal incidents, property crimes, and violent crimes. The dataset features unique identifiers for each school and its corresponding NYPD site, allowing for easy tracking and analysis. With a total of 1,861 unique location codes and data spanning multiple boroughs, this dataset serves as a valuable resource for educators, policymakers, and researchers interested in understanding school safety dynamics. It can be utilized to assess crime trends, evaluate safety measures, and inform community safety initiatives. The dataset also includes spatial data, such as latitude and longitude coordinates, enabling geographic analysis of school safety across different neighborhoods and districts.

Column constraints outlined in Data Dictionary:
school_year: format ""YYYY - YY""; required  
location_code: format ""X###"" or ""K###"" or ""R###"" or ""M###"" or ""Q###""; required  
borough: allowed values: ""X"", ""K"", ""R"", ""M"", ""Q""; required  
geographical_district_code: value range: 1 to 32; required  
register: value range: 1 to 31; required  
schools_in_building: value range: 1 to 7; required  
nypd_site_code: value range: 1 to 9999; required  
avgofmajor_n: value range: 0.0 to 1000.0; required  
avgofoth_n: value range: 0.0 to 1000.0; required  
avgofnocrim_n: value range: 0.0 to 1000.0; required  
avgofprop_n: value range: 0.0 to 1000.0; required  
avgofvio_n: value range: 0.0 to 1000.0; required  
postcode: value range: 10001 to 11697; required  
latitude: value range: -90.0 to 90.0; required  
longitude: value range: -180.0 to 180.0; required  
community_board: value range: 1 to 78; required  
council_district: value range: 1 to 51; required  
census_tract: value range: 1 to 99999; required  
bin: value range: 1000000 to 9999999; required  
bbl: value range: 1000000000 to 9999999999; required  
nta: required","This dataset provides comprehensive school safety data for the 2016-2017 academic year across various locations in New York City. It includes details such as school names, locations, boroughs, and safety metrics, including crime statistics and the number of schools within each building. The dataset features spatial information, including latitude and longitude coordinates, allowing for geographic analysis. It can be utilized by educators, policymakers, and researchers to assess school safety, identify trends, and develop strategies to enhance security in educational environments. This data is crucial for understanding the safety landscape in schools and informing community safety initiatives.",2,1,0,0,1,1,0,0,1,0
4n6u-rqyh,"This dataset provides detailed demographic information for various schools in New York City for the 2019-20 academic year. It includes unique identifiers such as the school code (dbn) and site ID, along with the official school names. The dataset captures total enrollment figures, as well as the gender and racial composition of the student body, detailing percentages of female, male, Asian, Black, Hispanic, White, and other student populations. Each demographic category is represented as a percentage of the total enrollment, allowing for a comprehensive analysis of school demographics. This dataset can be utilized for research on educational equity, resource allocation, and understanding the diversity within NYC schools. It serves as a valuable tool for policymakers, educators, and researchers interested in the demographic trends and needs of students in the city’s educational landscape.

Column constraints outlined in Data Dictionary:
site_id: format is alphanumeric with a length of 6 characters; may contain leading letters followed by numbers  
hispanic: values are numeric or percentage format; may include sentinel value ""s"" for missing data; null values are allowed","This dataset provides detailed demographic information about NYC schools for the 2019-20 academic year. It includes data on total enrollment, gender distribution, and racial/ethnic composition of students across various schools. Each entry is identified by a unique school code (dbn) and site ID, allowing for easy aggregation and identification. The dataset captures a range of demographic attributes, including percentages of female, male, Asian, Black, Hispanic, White, and other students. This information is valuable for analyzing trends in school demographics, supporting educational research, and informing policy decisions related to diversity and inclusion in NYC schools.",2,2,0,0,1,1,0,0,1,1
vzuc-vmd8,"This dataset, titled ""Student Discipline Report,"" provides a comprehensive overview of student discipline incidents across various educational institutions. It includes 1,609 unique school identifiers, detailing the names and categories of each location, such as elementary, junior high, and high schools. The dataset captures key metrics related to student discipline, including the number of removals, suspensions, and expulsions, with a total of 13 unique values for removals and suspensions. The administrative district codes range from 1 to 79, allowing for spatial analysis of discipline trends across different districts. The dataset can be utilized by educators, policymakers, and researchers to analyze patterns in student behavior, assess the effectiveness of disciplinary measures, and inform strategies for improving school climate and student support systems. Overall, it serves as a valuable resource for understanding and addressing student discipline issues within the educational landscape.

Column constraints outlined in Data Dictionary:
location_category_description: Allowed values are Elementary, Junior High - Intermediate- Middle, Secondary School, High School, Central- HQ-Citywide, Early Childhood, District Pre-K Center, K-8, K-12 all grades, Ungraded; Case sensitivity may apply.","This dataset provides a comprehensive overview of student discipline across various educational institutions, including junior high, elementary, and high schools. It includes key identifiers such as system codes and location names, which help categorize schools by administrative districts. The dataset captures essential metrics related to student removals, suspensions, and expulsions, allowing for an analysis of disciplinary actions within the education system. With 100 unique entries, it offers valuable insights into the disciplinary landscape, making it a useful resource for educators, policymakers, and researchers interested in understanding and improving student behavior and school climate.",2,2,0,0,1,1,0,0,1,1
xc44-2jrh,"This dataset provides detailed school attendance data, capturing key metrics such as enrollment, attendance, and absences across various schools over multiple academic years, specifically from 2018-2019 to 2020-2021. It includes 1,608 unique school identifiers and records attendance data for 476 distinct dates, allowing for comprehensive analysis of student presence and engagement. The dataset features several important columns: 'enrolled' indicates the number of students enrolled on a given day, 'present' counts those attending school, 'absent' tracks those not present, and 'released' notes students who were released for any reason. This data can be instrumental for educational researchers, policymakers, and school administrators to assess attendance trends, identify areas for improvement, and develop strategies to enhance student engagement and retention. The temporal coverage of the dataset, with daily resolution, enables detailed longitudinal studies of attendance patterns over time.

Column constraints outlined in Data Dictionary:
school_dbn: format must be a string of 3 letters followed by 3 digits; uniqueness required  
date: format must be a valid date in ISO 8601 or MM/DD/YYYY; null values not allowed  
schoolyear: format must be a string representing a school year in the format YYYYYYYY; null values not allowed  
enrolled: value must be a non-negative integer; null values not allowed  
present: value must be a non-negative integer; null values not allowed  
absent: value must be a non-negative integer; null values not allowed; absent must be less than or equal to enrolled  
released: value must be a non-negative integer; null values not allowed; released must be less than or equal to enrolled","This dataset provides detailed school attendance data, capturing information on student enrollment, attendance, and absences across various schools. It includes records from the 2018-2019 to the 2020-2021 school years, with a temporal coverage from September 23, 2018, to June 13, 2021. The dataset features unique identifiers for schools and dates, allowing for effective aggregation and analysis. It contains key metrics such as the number of students enrolled, present, and absent, which can be utilized to assess attendance trends, identify patterns, and inform educational strategies aimed at improving student engagement and performance.",4,3,1,0,1,1,1,1,1,1
k5d2-tkrr,"This dataset provides detailed insights into remote learning enrollment across various school districts, capturing data on total student enrollment, learning preferences, and demographic breakdowns. It includes 34 unique districts and categorizes students by grade level, race or ethnicity, gender, and English language learner status. The dataset features key metrics such as total enrollment, blended learning percentages, and remote learning statistics, allowing for a comprehensive analysis of student engagement in remote education since September 2020. The data can be utilized to assess the impact of remote learning on different demographic groups, identify trends in enrollment, and inform educational policy decisions. With 812 unique total enrollment values and a wide range of percentages for blended and remote learning, this dataset serves as a valuable resource for researchers, educators, and policymakers interested in understanding the dynamics of remote education in the current landscape.

Column constraints outlined in Data Dictionary:
district: Allowed values are integers from 1 to 32, and specific values 75 and 79  
disaggregation_category: Allowed values are ""All Districts"", ""English Language Learner Status"", ""Gender"", ""Grade Level"", ""Race or Ethnicity""  
category: Allowed values include ""All Districts"", ""Female"", ""Male"", ""ELL"", ""Not ELL"", ""Grades PK, OK, 1 - 12th"", ""Asian"", ""Black"", ""Hispanic"", ""Multi Racial"", ""Native American"", ""Unknown"", ""White""","This dataset provides detailed insights into remote learning enrollment across various districts, focusing on demographic categories such as grade level, race or ethnicity, and English language learner status. It includes key metrics like total enrollment, blended learning participation, and remote learning statistics, allowing for comprehensive analysis of educational trends. The dataset features 33 unique districts and covers a wide range of demographic attributes, making it a valuable resource for researchers and policymakers interested in understanding the impact of remote learning on different student populations. It can be used to assess enrollment patterns and inform strategies for improving educational access and equity.",2,1,0,0,1,1,1,0,0,0
fzv4-jan3,"This dataset contains comprehensive information on school progress reports across various districts, featuring 1,226 unique school identifiers (dbn) and 35 distinct districts. It includes essential metrics such as overall scores, environment category scores, performance category scores, and progress category scores, which are calculated based on student performance, attendance, and other factors critical to the learning environment. The dataset categorizes schools by type, including elementary, middle, and high schools, and provides insights into their support organizations and peer indexes. Each school is evaluated on its ability to foster student achievement, with quality review scores indicating their organizational effectiveness. This dataset can be utilized for analyzing educational outcomes, comparing school performance, and identifying areas for improvement, ultimately supporting lifelong learning initiatives and enhancing educational strategies within communities.

Column constraints outlined in Data Dictionary:
progress_report_type: allowed values are EC, ESMS, HS, HST, D75, YABC  
quality_review_score: allowed values are O, P, D, WD","This dataset contains detailed school progress reports, providing insights into various educational institutions across different districts. It includes key identifiers such as the school’s unique DBN, district number, and school name, along with performance metrics like overall scores and category scores that assess environmental, performance, and progress aspects. The dataset features 100 unique entries, covering a range of school levels from elementary to high school. It can be utilized to analyze school performance trends, compare institutions, and inform educational policy decisions. The semantic profile highlights the dataset's focus on educational organizations and their performance metrics, making it a valuable resource for stakeholders in the education sector.",2,2,0,0,1,1,0,0,1,1
hrsu-3w2q,"This dataset provides comprehensive attendance statistics for New York City schools during the 2015-2016 academic year. It includes key information such as the borough, school district, grade level, and various metrics related to student enrollment and attendance. The dataset captures data on instructional days, religious holidays, class counts, and student movements, including admissions, transfers, and discharges. Each entry is categorized by unique identifiers for schools and grades, allowing for detailed analysis of attendance patterns across different demographics and locations. This dataset can be utilized by educators, policymakers, and researchers to assess school performance, identify trends in student attendance, and inform decisions regarding resource allocation and educational strategies. The semantic profile highlights the dataset's focus on educational metrics, making it a valuable tool for understanding the dynamics of student engagement and attendance in urban school settings.

Column constraints outlined in Data Dictionary:
boro: Allowed values are M, X, K, Q, R; Not nullable  
period: Allowed values are 01, 02, 03, 04, 05, 06, 07, 08, 09, 10; Not nullable  
district: Allowed values are 01 to 32, 75; Not nullable  
level: Allowed values are 110, 220, 330, 335, 340, 345, 350, 355, 360, 370, 380, 390, 391, 564, 567, 570, 596, 598, 599, 680; Not nullable  
school: Three-digit numeric in the format 'XXX' or NULL; Not nullable  
grade_code: Integer values in the format 'XXX' or NULL; Not nullable  
instruction_days: Integer values in the format 'XXX' or NULL; Not nullable  
religious_holydays: Integer values in the format 'XXX' or NULL; Not nullable  
classes: Integer values in the format 'XXX' or NULL; Not nullable  
register_last_report: Integer values in the format 'XXX' or NULL; Not nullable  
admissions: Integer values in the format 'XXX' or NULL; Not nullable  
transfers_in: Integer values in the format 'XXX' or NULL; Not nullable  
discharges: Integer values in the format 'XXX' or NULL; Not nullable  
transfers_out: Integer values in the format 'XXX' or NULL; Not nullable  
present_register: Integer values in the format 'XXX' or NULL; Not nullable  
aggregate_register: Integer values in the format 'XXX' or NULL; Not nullable  
aggregate_attendance: Integer values in the format 'XXX' or NULL; Not nullable  
lta: Integer values in the format 'XXX' or NULL; Not nullable  
ltb: Integer values in the format 'XXX' or NULL; Not nullable  
holyday_counter: Integer values in the format 'XXX' or NULL; Not nullable  
register_01: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_01: Integer values in the format 'XXX' or NULL; Not nullable  
register_02: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_02: Integer values in the format 'XXX' or NULL; Not nullable  
register_03: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_03: Integer values in the format 'XXX' or NULL; Not nullable  
register_04: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_04: Integer values in the format 'XXX' or NULL; Not nullable  
register_05: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_05: Integer values in the format 'XXX' or NULL; Not nullable  
register_06: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_06: Integer values in the format 'XXX' or NULL; Not nullable  
register_07: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_07: Integer values in the format 'XXX' or NULL; Not nullable  
register_08: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_08: Integer values in the format 'XXX' or NULL; Not nullable  
register_09: Integer values in the format 'XXX' or NULL; Not nullable  
attendance_09: Integer values in the format 'XXX' or NULL; Not nullable","This dataset provides detailed attendance statistics for schools across various boroughs and districts, covering the academic years 2015-2016. It includes key metrics such as admissions, transfers, discharges, and attendance figures, allowing for comprehensive analysis of student engagement and school performance. The dataset features unique identifiers for each school and district, along with temporal data that spans multiple periods within the academic year. It can be utilized for evaluating attendance trends, understanding the impact of religious holidays, and assessing the effectiveness of educational policies. Overall, this dataset serves as a valuable resource for researchers and policymakers focused on educational outcomes.",2,3,0,0,1,1,0,1,1,1
d7da-9deh,"This dataset focuses on Early Childhood Assessment, providing valuable insights into various educational sites, including preschools and day care centers. It includes key information such as site identifiers, names, addresses, and zip codes, allowing for precise geolocation analysis. The dataset features scores from recent assessments, including emotional support, classroom organization, and instructional support, which are crucial for evaluating the quality of early childhood education. Additionally, it contains detailed measurements from the Early Childhood Environment Rating Scale (ECERS), covering aspects like space and furnishings, personal care routines, language reasoning, activities, interaction, and program structure. With 1,724 unique site identifiers and a range of scores, this dataset serves as a comprehensive resource for researchers, policymakers, and educators aiming to enhance early childhood education quality and support effective decision-making in this vital area.","This dataset focuses on Early Childhood Assessment, providing valuable insights into various preschool and early childhood education sites. It includes key information such as site identifiers, names, addresses, and zip codes, which help in geographical analysis. The dataset also features assessment scores related to emotional support, classroom organization, and instructional support, along with detailed ECERS-R scores that evaluate space, furnishings, personal care routines, language reasoning, activities, interaction, and program structure. This comprehensive data can be utilized by educators, policymakers, and researchers to assess and improve early childhood education quality across different districts and boroughs.",2,2,0,0,1,1,0,0,1,1
a94k-kjys,"This dataset focuses on School Capacity Projects, providing detailed information about various educational facilities across New York City. It includes data on existing and proposed sites, project identifiers, school names, boroughs, and their respective capacities. Key metrics such as forecast capacity, total estimated costs, and funding requirements are also included, allowing for comprehensive analysis of school construction and expansion efforts. The dataset features spatial data, including latitude and longitude coordinates, which can be used to visualize the geographic distribution of these projects. Additionally, it contains temporal data related to project timelines, such as design and construction start dates, as well as estimated completion dates. This dataset serves as a valuable resource for stakeholders in the education sector, urban planning, and community development, enabling informed decision-making regarding school capacity and resource allocation.","This dataset focuses on school capacity projects across various districts, providing insights into proposed facilities and their projected capacities. It includes key information such as project identification, school names, and financial metrics like total estimated costs and funding requirements. The dataset features spatial data, including addresses, boroughs, and geographic coordinates, allowing for detailed location analysis. With 78 unique projects and 66 schools represented, this dataset can be utilized for planning and evaluating educational infrastructure needs, ensuring that resources are allocated effectively to meet community demands. It serves as a valuable tool for policymakers and educational planners.",2,1,0,0,1,1,1,0,0,0
ven4-h25u,"This dataset provides detailed information on school budget allocations for the fiscal year 2015, covering various locations with a total of 1,577 unique entries. It includes key financial metrics such as revised base allocations, adjustments for register changes, and teacher salary growth, which are essential for understanding funding distribution across schools. The dataset captures monetary values and allocations, allowing for comprehensive analysis of educational funding. It is particularly useful for stakeholders in the education sector, including policymakers and school administrators, to assess and compare funding levels and make informed decisions regarding resource allocation. The data is timestamped as of May 29, 2014, ensuring that users have access to the most relevant financial information for that fiscal year. Overall, this dataset serves as a valuable resource for analyzing school budget allocations and understanding the financial landscape of education funding.

Column constraints outlined in Data Dictionary:
fiscal_year: must be 2015; must be a four-digit integer  
location: must be a valid code (e.g., alphanumeric format)  
s1_label_a_fy14_revised_base: must be a non-negative float  
s1_label_b_fsf_tl_09_c4e_ctt: must be a non-negative float  
s1_label_c_fsf_over_formula: must be a float  
s2_label_d_fsf_preliminary: must be a float  
s2_label_a_fy14_revised_base: must be a non-negative float  
s2_label_f_register_change: must be a float  
s2_label_g_teacher_salary_growth: must be a non-negative float  
s2_label_h_new_school_foundation: must be a non-negative float  
s3_label_i_fy14_fsf_at_100: must be a float  
s3_foundation: must be a non-negative float  
s3_label_d_foundation: must be a float  
s3_label_i_foundation: must be a float  
s3_label_j_fsf_final: must be a float  
s4_label_d_fy14_fsf_initial: must be a float  
s4_ac_name_fsf_hs: must be a float  
s4_ac_name_tl09_c4e_ctt_hs: must be a float  
s4_ac_name_funds_over_formula: must be a float  
s5_tl_se_transitional_funding: must be a float  
as_of_date: must be in the format YYYY-MM-DDTHH:MM:SS.sss","This dataset focuses on school budget allocation for the fiscal year 2015, providing detailed financial metrics across various locations. It includes key measurements such as revised base funding, preliminary financial data, and teacher salary growth, which are essential for analyzing educational funding trends. The dataset covers 100 unique locations and captures data as of May 29, 2014. It serves as a valuable resource for researchers and policymakers interested in understanding how budget allocations impact educational outcomes and resource distribution in schools. The temporal and spatial dimensions of the data enhance its utility for comprehensive analysis in the field of education finance.",1,0,0,0,1,0,0,0,0,0
qvir-knu3,"This dataset focuses on high school performance, providing valuable insights into various educational metrics over multiple years. It includes data on the percentage of 9th grade students on track to graduate, graduation rates, and college and career readiness for the years 2013 and 2014. The dataset also features borough-wide averages for these metrics, allowing for comparisons across different regions. Additionally, it captures student perceptions regarding the variety of programs offered and their sense of safety within the school environment. The quality review indicators assess curriculum quality, instructional effectiveness, and teacher collaboration, providing a comprehensive view of the educational landscape. With 437 unique school identifiers, this dataset can be utilized by educators, policymakers, and researchers to analyze trends, identify areas for improvement, and develop strategies to enhance student outcomes in high school education.

Column constraints outlined in Data Dictionary:
ontrack_year1_2013: value range 0.0 to 100.0; null values allowed  
graduation_rate_2013: value range 0.0 to 100.0; null values allowed  
college_career_rate_2013: value range 0.0 to 100.0; null values allowed  
ontrack_year1_2014: value range 0.0 to 100.0; null values allowed  
graduation_rate_2014: value range 0.0 to 100.0; null values allowed  
college_career_rate_2014: value range 0.0 to 100.0; null values allowed  
ontrack_year1_boro: allowed values are integers; null values allowed  
graduation_rate_boro: value range 0.0 to 100.0; null values allowed  
college_career_rate_boro: value range 0.0 to 100.0; null values allowed  
pct_stu_enough_variety_2014: value range 0.0 to 100.0; null values allowed  
pct_stu_safe_2014: value range 0.0 to 100.0; null values allowed  
quality_review_year: format YYYY-YYYY; null values allowed  
qr_curriculum: allowed values are {D, P, WD}; null values allowed  
qr_instruction: allowed values are {D, P, WD}; null values allowed  
qr_assessing_student_learning: allowed values are {D, P, WD}; null values allowed  
qr_high_expectations: allowed values are {D, P, WD}; null values allowed  
qr_teacher_collaboration: allowed values are {D, P, WD}; null values allowed","This dataset provides a comprehensive overview of NYC high school performance, focusing on key metrics such as graduation rates and college career readiness for the years 2013 and 2014. It includes data on student progress, safety perceptions, and curriculum quality, allowing for in-depth analysis of educational outcomes across different boroughs. The dataset features unique identifiers for schools and captures both temporal and spatial data, making it suitable for tracking trends over time and comparing performance across locations. Researchers and educators can utilize this dataset to assess school effectiveness and inform policy decisions aimed at improving student success.",4,3,1,0,1,1,1,1,1,1
upwt-zvh3,"This dataset provides a comprehensive overview of school performance evaluations across various educational institutions, including elementary, middle, and high schools. It includes key identifiers such as the school’s unique DBN, district, and principal's name, along with various performance metrics from the 2010-2011 academic year. The dataset features overall grades and scores, which reflect the schools' environments, student performance, and progress, as well as additional credits earned for exemplary outcomes. Each school is categorized by its level and peer index, which indicates the demographic needs of its student population. This dataset can be utilized for analyzing trends in school performance, comparing institutions, and identifying areas for improvement, ultimately supporting efforts in lifelong learning and educational reform. It serves as a valuable resource for educators, policymakers, and researchers interested in enhancing educational outcomes.

Column constraints outlined in Data Dictionary:
progress_report_type: allowed values are D75, EC, ELM, EMS, HS, HST, YABC; null values are allowed  
peer_index: value range is 0-100 for Elementary, K-8, Early Childhood; value range is 1.00-4.50 for Middle and High Schools  
_2010_2011_progress_category_score: value range is non-negative; null values are allowed","This dataset provides a comprehensive overview of school performance evaluations across various districts, focusing on the 2010-2011 academic year. It includes key identifiers such as school names, principals, and district numbers, along with performance metrics like overall grades, scores, and category scores. The dataset can be utilized to analyze educational outcomes, compare school performance, and identify trends in school environments and progress. It serves as a valuable resource for educators, policymakers, and researchers interested in understanding the factors influencing school success and areas needing improvement.",2,2,0,0,1,1,0,0,1,1
