dataset_id,description,description_original,total_answered,total_answered_original,q1,q1_original,q2,q2_original,q3,q3_original,q4,q4_original
upii-frjc,"This dataset contains detailed records of trade waste violations issued by the Business Integrity Commission (BIC) from April 23, 2014, to November 18, 2025. It includes 13,439 unique violation numbers, with various attributes such as account names, violation types, and dispositions. The dataset features a range of financial metrics, including maximum fines and actual fine amounts, alongside temporal data on violation dates, issuance dates, and settlement dates. Geospatial information is also provided, including latitude and longitude coordinates for violation addresses, as well as community board and council district identifiers. This dataset can be utilized for analyzing compliance trends, assessing the effectiveness of regulatory measures, and identifying patterns in trade waste management practices. It serves as a valuable resource for researchers, policymakers, and organizations interested in environmental regulations and waste management compliance.

Column constraints outlined in Data Dictionary:
violation_number: required; Plain Text format; unique identifier  
type_of_violation: required; allowed values: OATH  
violation_phase: required; allowed values: Issued  
violation_disposition: required; allowed values: Barred by CPLR, Settled, Settled - Pending, Judgement - Dismissed, Rescheduled, Default - Dismissed, Default - Granted, Docketed, Early Settlement  
date_of_violation: required; Date & Time format  
early_settlement_violation: required; allowed values: TRUE, FALSE  
rule_code: required; Plain Text format  
description_of_rule: required; Plain Text format  
export_date: required; Date & Time format","This dataset contains detailed records of trade waste violations, including unique identifiers for each violation, the names of the involved organizations, and the types of violations committed. It covers a range of temporal data from 2008 to 2025, detailing the dates of violations, issuance of violations, and fine payments. The dataset includes spatial information such as addresses, cities, and boroughs, allowing for geographic analysis. It can be utilized for compliance monitoring, regulatory enforcement, and understanding patterns in trade waste management. This information is crucial for stakeholders aiming to improve waste management practices and ensure adherence to regulations.",2,3,0,0,1,1,1,1,0,1
355w-xvp2,"This dataset provides detailed information on various properties, including their block and lot numbers, building classifications, tax classes, and gross square footage. It contains 5 boroughs and features unique addresses, making it a valuable resource for urban planning and real estate analysis. The dataset includes an energy star score, which ranks buildings based on their energy efficiency, and a letter score that categorizes their sustainability compliance. With 5917 unique block values and 567 unique lot values, it offers a comprehensive overview of property characteristics across the city. The building class and tax class fields allow for effective categorization and financial analysis. This dataset is particularly useful for researchers and policymakers focused on sustainability compliance, as it can help identify energy-efficient buildings and assess their impact on urban environments. Overall, it serves as a critical tool for promoting sustainable practices in urban development.","This dataset focuses on Sustainability Compliance Data, providing insights into various buildings across New York City. It includes key attributes such as block, lot, building class, tax class, building count, gross square footage, address, borough, and energy efficiency scores. The dataset features 100 unique entries, with diverse building classifications and tax classifications, allowing for comprehensive analysis. The energy star score and letter grade offer a ranking system for assessing sustainability compliance. This dataset can be utilized for evaluating energy efficiency, understanding building classifications, and supporting urban planning and sustainability initiatives in the city.",2,1,0,0,1,1,0,0,1,0
2k3g-r445,"This dataset contains detailed records of fines and fees associated with various businesses and individuals, primarily focusing on licensing and compliance within different industries. It includes unique identifiers for each record, such as record_id and fee_sequence_id, which facilitate tracking and management of fees issued by the Department of Consumer Affairs (DCA). The dataset spans from June 14, 1995, to February 27, 2023, capturing a wide range of fee types and amounts, with descriptions that clarify the nature of each fee. The data can be utilized for analyzing trends in business compliance, understanding the financial implications of licensing, and assessing the impact of regulatory changes. Additionally, it provides insights into the operational status of businesses through fee statuses like invoiced and credited, making it a valuable resource for researchers, policymakers, and industry stakeholders interested in the financial landscape of fines and fees.

Column constraints outlined in Data Dictionary:
fee_date: date format must be in ISO 8601 (YYYY-MM-DDTHH:MM:SS.sss); must not be null  
fee_status: allowed values are ""INVOICED"", ""CREDITED"", ""VOIDED"", ""WITHDRAWN""","This dataset contains detailed records of fines and fees associated with various businesses, categorized by record type, such as renewals, applications, and enforcement actions. Each entry includes a unique identifier, business name, industry classification, fee type, and description, along with the corresponding fee amount and date. The dataset spans from April 1996 to May 2022, providing a comprehensive view of financial obligations for businesses across different sectors. It can be utilized for analyzing trends in fines and fees, understanding compliance within industries, and assessing the financial impact on businesses.",3,2,0,0,1,1,1,1,1,0
fgq8-am2v,"This dataset contains comprehensive information on vocational training programs offered by various educational organizations across New York. It includes details such as the organization name, address, contact information, course names, descriptions, costs, duration, prerequisites, and available financial aid services. The dataset highlights the diverse range of courses available, from medical and technical training to security and driving programs, making it a valuable resource for individuals seeking to enhance their skills or start a new career. Additionally, it provides insights into the availability of job placement services and instructor credentials, ensuring that prospective students can make informed decisions. This dataset can be utilized by job seekers, educational institutions, and policymakers to understand the vocational training landscape, assess funding opportunities, and identify potential career paths in various fields. Overall, it serves as a vital tool for anyone interested in pursuing vocational education and training.

Column constraints outlined in Data Dictionary:
cost_total: Currency; must be a positive value  
duration: Integer; must be a positive value  
duration_unit: Allowed values are ""Hour(s)""  
numhours: Integer; must be a positive value  
max_class_size: Integer; must be a positive value  
years_course_offered: Nullable; generally ""blank""  
delivery_method: Allowed values are ""Classroom Training"", ""Distance Learning"", ""Web-Based""  
is_hra: Allowed values are ""Yes"", ""No""  
is_sbs: Allowed values are ""Yes"" with a maximum dollar amount for voucher, ""No""","This dataset contains comprehensive information about vocational training courses offered by various organizations in New York. It includes details such as organization names, addresses, contact information, course names, descriptions, costs, and financial aid services. The dataset is valuable for individuals seeking vocational training opportunities, as it provides insights into course offerings, prerequisites, and potential job placement services. Additionally, it highlights the delivery methods and class sizes, making it easier for prospective students to find suitable programs. This dataset can be used for research, analysis, and decision-making in the field of vocational education and training.",1,1,0,0,1,1,0,0,0,0
5kqf-fg3n,"This dataset provides comprehensive information on free tax preparation services available across New York City. It includes details such as the site name, provider organization, address, contact information, and operational hours, making it a valuable resource for individuals seeking assistance with their income tax returns. The dataset features 184 unique service sites, each with specific eligibility criteria, including income limits and language support, ensuring accessibility for diverse communities. Users can find sites that are ADA accessible and learn about appointment requirements. The dataset also includes temporal coverage, detailing the opening and closing dates for services, as well as spatial coordinates for mapping locations. This information can be utilized by consumers, community organizations, and policymakers to enhance financial empowerment and improve access to essential tax services, ultimately supporting individuals in navigating their tax obligations effectively.

Column constraints outlined in Data Dictionary:
sitestatus: Allowed values are 'Active', 'Concluded'; Required field  
show311: Allowed values are 'Yes', 'No'; Required field  
showonmap: Allowed values are 'Yes', 'No'; Required field  
ada_accessible: Allowed values are 'Yes', 'No'; Required field  
itin: Allowed values are 'Yes', 'No'; Required field  
s1: Allowed values include 'In Person', 'Drop-off', 'Assisted Self-Preparation'; Required field  
amendedreturn: Allowed values are 'Yes', 'No'; Required field  
prioryear: Allowed values are 'Yes', 'No'; Required field  
aarp: Allowed values are 'Yes', 'No'; Required field  
selfemployed: Allowed values are 'Yes', 'No'; Required field","This dataset provides information on various locations offering free tax preparation services across New York City. It includes details such as the provider name, site status, address, contact information, and operational hours. The dataset covers a range of organizations, including food banks and community centers, and specifies income eligibility criteria for services. It features spatial data, allowing users to locate services by borough, city, and specific addresses. This dataset is valuable for individuals seeking assistance with tax preparation, particularly those with incomes below specified thresholds, and can help connect them with accessible resources in their communities.",2,1,0,0,1,1,1,0,0,0
n84m-kx4j,"This dataset provides comprehensive information on vehicle fleets, specifically focusing on organizations registered with the Business Integrity Commission (BIC). It includes details such as account names, vehicle types, makes, models, years, engine specifications, fuel types, and ownership statuses. Each entry indicates whether the vehicle is currently active and if all required vehicle information has been completed. The dataset spans a wide range of vehicle years, from 1982 to 2027, and covers various vehicle body types and weights. It can be utilized for analyzing fleet composition, assessing vehicle performance, and ensuring compliance with regulatory standards. The semantic profile highlights key attributes such as vehicle identification, ownership types, and operational metrics, making it a valuable resource for fleet management, transportation planning, and environmental impact assessments. Overall, this dataset serves as a vital tool for organizations looking to optimize their vehicle operations and enhance sustainability efforts.

Column constraints outlined in Data Dictionary:
account_name: required; data_type: Plain Text  
active: required; allowed_values: TRUE  
vehicle_information_complete: required; allowed_values: TRUE, FALSE  
bic_number: required; data_type: Plain Text  
bic_plate_number: required; format: starts with ""L"" or ""R"" followed by 5-6 character number combination  
vehicle_fuel_type: allowed_values: Diesel, Gas, Flex, Compressed Natural Gas, Electric, [blank]  
vehicle_has_side_guard: allowed_values: Yes, No, [blank]  
vehicle_ownership_type: allowed_values: Owned, Financed, Leased, [blank]  
export_date: required; data_type: Date & Time; format: YYYY-MM-DDTHH:MM:SS.sss","This dataset contains comprehensive information on fleet vehicles, including details such as account names, vehicle types, makes, models, and ownership statuses. It features 100 unique entries, with data covering various vehicle attributes like engine horsepower, fuel type, and gross vehicle weight. The dataset is particularly useful for analyzing fleet composition and performance, as it includes metrics like annual miles traveled and whether vehicles are equipped with side guards. Additionally, the dataset's temporal coverage allows for tracking changes over time, making it valuable for fleet management and operational assessments in the transportation industry.",3,2,0,0,1,1,1,1,1,0
y52e-hp89,"This dataset provides a comprehensive overview of small business standards, featuring 1,031 unique NAICS codes that classify various industries, ranging from agriculture to manufacturing and services. Each entry includes a description of the industry, along with size standards measured in millions of dollars and the number of employees, which can help businesses understand the financial and workforce benchmarks relevant to their sector. The size standards in millions of dollars vary from 0.75 to 38.5, while the employee count ranges from 50 to 1,500, offering valuable insights into the scale of operations typical for different industries. Additionally, the dataset includes footnotes that provide further context for specific entries. This information is essential for entrepreneurs, policymakers, and researchers who are analyzing small business viability and compliance with industry standards, making it a vital resource for understanding the landscape of small businesses in the economy.","This dataset provides a comprehensive overview of small business standards, featuring various industries classified by their NAICS codes and descriptions. It includes size standards measured in millions of dollars and the number of employees, which are essential for understanding the financial and operational benchmarks for small businesses. The dataset contains 100 unique entries, with coverage of NAICS codes ranging from 0 to 813930. It serves as a valuable resource for researchers, policymakers, and entrepreneurs looking to analyze industry standards and assess the viability of small business ventures. Additionally, footnotes provide further context for specific entries, enhancing the dataset's usability.",1,1,0,0,1,1,0,0,0,0
2xab-argn,"This dataset provides a comprehensive overview of business payments related to various fees and fines processed by the Department of Consumer Affairs (DCA) in New York City. It includes unique identifiers for each payment, record types, and detailed descriptions of fees, such as license processing and inspection fees. The dataset spans from July 19, 2023, to March 10, 2026, capturing a wide range of payment statuses, including invoiced, credited, and voided transactions. With over 160,000 unique payment sequence numbers and 108,000 record IDs, it allows for in-depth analysis of financial transactions associated with businesses. This dataset can be utilized for tracking compliance, understanding fee structures, and analyzing trends in business payments, making it a valuable resource for researchers, policymakers, and industry stakeholders interested in the financial interactions between businesses and city government.

Column constraints outlined in Data Dictionary:
payment_sequence_number: System generated alpha-numeric value; Null values are allowed due to functional issues; Duplicates are allowed as a single payment can be applied to more than one fee.  
record_id: Duplicates are allowed as records can contain multiple fees and payments.  
record_type: Allowed values are defined in Appendix 1.  
inspection: System generated alpha-numeric value; Only applicable to dcwp_devicepayments record type.  
fee_sequence_number: System generated alpha-numeric value; Duplicates are allowed as multiple payment transactions can be applied to the same fee.  
fee_code_name: Allowed values are defined in Appendix 2.  
fee_status: Allowed values are Invoiced, Credited, Void, New.  
payment_date: Format is MM/DD/YYYY.  
payment_type: Allowed values are Payment Applied, Refund Applied, Void Payment Applied.  
business_unique_id: System generated alpha-numeric value; Can be used to link to other DCWP datasets.","This dataset contains detailed records of business payments, including various fees associated with licenses and adjudications. It features unique identifiers for each payment and business, along with information on payment dates, amounts, and statuses. The dataset spans from August 28, 2023, to March 17, 2026, providing a comprehensive view of financial transactions over this period. It can be utilized for analyzing business compliance, tracking payment trends, and assessing the financial health of businesses within specific sectors. The semantic profile highlights the dataset's focus on categorization and measurement of financial transactions, making it a valuable resource for financial analysis and reporting.",4,3,1,0,1,1,1,1,1,1
5vi6-xdpy,"This dataset contains information about businesses that have received the EO50 certificate of approval from the Small Business Services (SBS) in New York City. It includes key details such as the business name, contact phone number, address, and geographic coordinates, allowing for precise location identification. The dataset spans from December 14, 2022, to December 7, 2025, and features a wide range of businesses across various boroughs and community districts. Each entry is associated with unique identifiers like the Business Identification Number (BIN) and Borough, Block, and Lot (BBL) numbers, which facilitate geocoding and data aggregation. This dataset is valuable for analyzing the distribution of equal opportunity businesses, supporting initiatives aimed at promoting diversity and inclusion in the local economy, and providing insights for policymakers and researchers interested in community development and business support programs.

Column constraints outlined in Data Dictionary:
borough: allowed values include ""Manhattan"", ""Brooklyn"", ""Queens"", ""Bronx"", ""Staten Island""; null values are allowed  
latitude: value range is between -90 and 90; null values are allowed  
longitude: value range is between -180 and 180; null values are allowed  
community_board: numeric values; null values are allowed  
council_district: numeric values; null values are allowed  
bin: numeric values; null values are allowed  
bbl: numeric values; null values are allowed","This dataset focuses on Equal Opportunity Businesses, providing valuable insights into various organizations across New York and beyond. It includes essential information such as business names, contact details, and locations, with data spanning from December 15, 2022, to December 16, 2025. The dataset features 84 unique approval dates and covers 52 cities and 12 states, ensuring a comprehensive view of the business landscape. It also includes spatial data, such as latitude and longitude, allowing for precise geographic analysis. This dataset can be utilized for research, policy-making, and promoting equal opportunity initiatives within the business community.",3,2,0,0,1,1,1,1,1,0
x9i6-ckbm,"This dataset provides detailed information on Fiber Optic Conduits across various neighborhoods in New York City, specifically focusing on the Bronx and Manhattan. It includes unique identifiers for Neighborhood Tabulation Areas (NTAs) and their corresponding names, along with borough and borough codes. The dataset captures essential measurements such as conduit route mileage, total street mileage, and the total and available conduit mileage, which are crucial for understanding the infrastructure supporting broadband services. Additionally, it highlights community district overlaps, offering insights into the geographic distribution of these conduits. This data can be utilized by urban planners, telecommunications companies, and researchers to assess the availability of fiber optic infrastructure, plan for future expansions, and improve internet access in underserved areas. The dataset serves as a valuable resource for analyzing the connectivity landscape and making informed decisions regarding broadband deployment.

Column constraints outlined in Data Dictionary:
nta: Four (4) digit code; required
nta_name: plain text; required
borough: plain text; required
boro_code: One (1) digit code; required
company: plain text; required
conduit_route_mileage: number; non-negative; required
street_mileage: number; non-negative; required
conduit_mileage_total: number; non-negative; required
conduit_mileage_available: number; non-negative; required
conduit_mileage_available_1: percent; range 0 to 1; required
cd_overlap_1: Three (3) digit code; required
cd_overlap_2: Three (3) digit code; optional
cd_overlap_3: Three (3) digit code; optional
cd_overlap_4: Three (3) digit code; optional
cd_overlap_5: Three (3) digit code; optional
cd_overlap_6: Three (3) digit code; optional","This dataset provides detailed information on the ECS Conduit Infrastructure across various neighborhoods in the Bronx and Manhattan. It includes unique identifiers for neighborhoods (nta and nta_name), borough classifications, and measurements related to conduit and street mileage. The dataset features a total of 66 unique neighborhoods, with conduit route mileage ranging from 0 to 43.3 miles and street mileage from 0 to 60.36 miles. This data can be utilized for urban planning, infrastructure development, and maintenance assessments, helping organizations identify areas for improvement and optimize resource allocation in the conduit system.",2,2,0,0,1,1,0,0,1,1
rpeq-j89e,"This dataset provides detailed information on license status changes for various businesses and individuals operating in New York City. It includes 27,499 unique license numbers, representing a wide range of industries, with 59 distinct categories such as Tobacco Retail Dealers, Electronics Stores, and Home Improvement Contractors. The dataset captures key events related to licenses, including whether they were suspended, revoked, surrendered, or reinstated, with event dates ranging from September 11, 2002, to March 19, 2023. Each entry includes the legal business name and, if applicable, a Doing-Business-As (DBA) name. The status of each license is categorized as either active or inactive, providing a clear snapshot of the operational status of these entities. This dataset can be utilized for research on business compliance, industry trends, and the impact of regulatory changes on various sectors.

Column constraints outlined in Data Dictionary:
event_type: Allowed values are Suspended, Revoked, Surrendered, Reinstated; Required field  
status: Allowed values are Active, Inactive; Required field","This dataset provides detailed information on license status changes for various businesses, including their unique license numbers, names, and industries. It covers a wide range of industries, such as tobacco retail, electronics, and home improvement, with event types indicating whether licenses were surrendered, suspended, or reinstated. The dataset spans from 1990 to 2023, offering a comprehensive view of temporal changes in business licensing. It can be utilized for analyzing trends in business compliance, understanding industry dynamics, and assessing the impact of regulatory changes on different sectors. The data is essential for researchers, policymakers, and industry stakeholders.",3,3,0,0,1,1,1,1,1,1
w49t-5gha,"This dataset focuses on storefront vacancies along Broadway in Manhattan, providing valuable insights into the retail landscape. It includes detailed information such as business addresses, storefront statuses, and whether storefronts are boarded up or vacant. The dataset features 345 unique business addresses and 199 unique business names, highlighting the diversity of retail options in the area. Spatial data is included, with latitude and longitude coordinates for precise location mapping, as well as community board and council district identifiers. This dataset can be utilized for urban planning, real estate analysis, and economic development studies, helping stakeholders understand trends in retail vacancies and the overall health of the commercial sector. By analyzing this data, users can identify areas with high vacancy rates, assess the impact of closures, and strategize on potential business opportunities in the vibrant Broadway corridor.","This dataset provides detailed information on storefront vacancies along Broadway in Manhattan, including business addresses, names, and current statuses such as ""For Rent"" or ""Closed."" It features spatial data, including latitude and longitude coordinates, which allows for precise location mapping. The dataset also categorizes storefronts by their community board, council district, and neighborhood, offering insights into the geographic distribution of vacancies. This information can be valuable for urban planners, real estate developers, and local businesses looking to understand market trends and opportunities in the area. Overall, it serves as a comprehensive resource for analyzing Broadway's retail landscape.",2,1,0,0,1,1,0,0,1,0
v5w4-adxa,"This dataset focuses on unbanked communities in New York City, providing insights into financial access and demographic characteristics across various neighborhoods. It includes key metrics such as the percentage of unbanked and underbanked residents from 2011 and 2013, as well as data on prepaid mobile service usage, foreign-born populations, poverty rates, median household income, and unemployment rates. The dataset features 61 unique neighborhood names and spans eight boroughs, with FIPS codes for identification. It serves as a valuable resource for researchers and policymakers aiming to understand financial empowerment and health within communities, highlighting disparities in access to banking services. By analyzing this data, stakeholders can develop targeted strategies to improve financial security and support for unbanked and underbanked populations, ultimately fostering greater economic inclusion and community well-being.

Column constraints outlined in Data Dictionary:
sub_boro_name: string; not null  
borough: string; not null  
fips: numeric; nullable; must be a valid identifier format (integer or float)  
unbanked_2011: numeric; range: [0, 1]  
underbanked_2011: numeric; range: [0, 1]  
unbanked_2013: numeric; range: [0, 1]  
underbanked_2013: numeric; range: [0, 1]  
prepaid_2011: numeric; range: [0, 1]  
prepaid_2013: numeric; range: [0, 1]  
foreign_born_2011: numeric; range: [0, 1]  
poor_2011: numeric; range: [0, 1]  
median_income_2011: numeric; must be a positive integer  
unemployment_2011: numeric; range: [0, 1]  
poor_2013: numeric; range: [0, 1]  
foreign_born_2013: numeric; range: [0, 1]  
median_income_2013: numeric; must be a positive integer  
unemployment_2013: numeric; range: [0, 1]","This dataset provides insights into the unbanked and underbanked populations across various neighborhoods in New York City, covering data from 2011 and 2013. It includes key metrics such as the percentage of unbanked individuals, median income, and unemployment rates, allowing for a comprehensive analysis of financial access and economic conditions. The dataset features 61 unique neighborhood names and spans multiple boroughs, with data on demographic factors like foreign-born populations and poverty rates. This information can be valuable for researchers, policymakers, and organizations aiming to address financial inclusion and improve economic opportunities in underserved communities.",3,2,0,0,1,1,1,1,1,0
ymvu-4x4s,"This dataset provides detailed information on NYC domain registrations, capturing the number of registrations by zip code and borough. It includes 243 unique zip codes, covering a range from 10001 to 11697, and categorizes data across five boroughs: Manhattan, Bronx, Brooklyn, Queens, and Staten Island. The total number of registrations varies significantly, with values ranging from 1 to 1901. The zip_code and borough fields represent spatial data, allowing for geolocation analysis, while the total field serves as an aggregation key for understanding domain registration trends. This dataset can be utilized for various purposes, such as analyzing the distribution of domain registrations across different neighborhoods, identifying areas with high online presence, and informing local businesses and policymakers about digital engagement in their communities. Overall, it serves as a valuable resource for researchers and stakeholders interested in the digital landscape of New York City.","This dataset provides detailed information on NYC domain registrations, including the zip codes, boroughs, and total registrations for each area. It contains 100 unique zip codes and covers five boroughs, with total registrations ranging from 0 to 1717. The zip_code and borough columns represent specific locations, while the total column measures the number of registrations, making this dataset valuable for analyzing domain registration trends across different neighborhoods in New York City. Researchers and policymakers can use this data to understand the distribution of domain registrations and identify areas with high or low digital engagement.",2,2,0,0,1,1,0,0,1,1
uxsz-6j5j,"This dataset provides comprehensive information on worker cooperatives across New York City, featuring 66 unique business names and various attributes such as addresses, boroughs, and community boards. It includes key metrics like the number of worker owners and non-member workers, as well as the types of services offered, categorized under 15 unique subtypes. The dataset spans multiple boroughs, with spatial data represented by latitude and longitude coordinates, allowing for precise geolocation. Each entry is associated with a unique NAICS code for classification purposes. This dataset can be utilized for market research, strategic planning, and understanding the cooperative business landscape, making it a valuable resource for policymakers, researchers, and community organizers interested in promoting cooperative economics and supporting local businesses. Overall, it serves as a vital tool for analyzing the impact and growth of worker cooperatives in urban settings.","This dataset serves as a comprehensive directory of worker cooperatives, detailing essential information such as business names, addresses, and operational specifics. It includes 100 unique entries, showcasing a variety of cooperative types across New York City, with a focus on their locations, worker ownership, and services offered. The dataset features spatial data, including latitude and longitude coordinates, which can be utilized for geographic analysis. Additionally, it categorizes cooperatives by industry using NAICS codes, making it a valuable resource for researchers, policymakers, and community organizers interested in cooperative business models and their impact on local economies.",2,2,0,0,1,1,0,0,1,1
b9yk-4pzk,"This dataset provides detailed information on actions taken against process servers, including their names, license numbers, and the specific actions such as denials of renewal, suspensions, and penalties. It contains 232 unique process server names and 240 unique license numbers, with actions recorded from November 2019 to August 2024. Each entry includes the date the action took effect and the reason for the action, which can range from failure to comply with licensing requirements to penalties for non-compliance with process server laws. The dataset serves as a valuable resource for legal professionals, regulatory bodies, and researchers interested in monitoring compliance and enforcement actions within the process server domain. By analyzing this data, users can gain insights into trends in licensing issues and the effectiveness of regulatory measures in maintaining standards within the profession.

Column constraints outlined in Data Dictionary:
process_server_name: required; format: string  
license_number: required; format: alphanumeric with pattern: XXXXXXX-DCA or XXXXXXX-DCWP  
action_taken: required; allowed values: Denial of Renewal, Suspension Pending Compliance, Issuance of Penalty in the Amount of $X, Appeal Decision Processed issuance of penalty in the amount of $X, Suspension until MM/DD/YYYY  
date: required; format: ISO 8601 date-time (YYYY-MM-DDTHH:MM:SS.sss)  
reason: required; format: string","This dataset focuses on Process Server Compliance, providing insights into the actions taken against individuals in the process serving profession. It includes records of denial of renewal, suspension pending compliance, and penalties issued, along with the reasons for these actions. The dataset spans from November 6, 2019, to August 21, 2024, capturing 96 unique process server names and 97 unique license numbers. Each entry details the action taken, the date of the action, and the reason behind it, facilitating analysis of compliance trends and regulatory enforcement in the process serving field.",3,2,0,0,1,1,1,1,1,0
j46y-iqiq,"This dataset focuses on mobile financial inclusion, capturing the banking status and financial behaviors of individuals across various demographics. It includes unique identifiers for each survey response, along with key variables such as banking status, age group, and income level. The dataset features responses regarding mobile phone usage, financial product engagement, and perceptions of mobile banking security. It categorizes respondents into three banking statuses: banked, underbanked, and unbanked, providing insights into their financial habits and barriers to accessing banking services. The data can be utilized to analyze trends in mobile banking adoption, understand the challenges faced by different income groups, and inform policies aimed at enhancing financial inclusion for underserved populations. This comprehensive dataset serves as a valuable resource for researchers, policymakers, and financial institutions seeking to improve access to financial services through mobile technology.

Column constraints outlined in Data Dictionary:
bank_status_num: Allowed values are 1, 2, 3; Required
income_group_num: Allowed values are 1, 2, 3, 4, 5, 6; Required
q2: Allowed values are 1, 2; Required
q4: Allowed values are 1, 2; Required; Conditional on q2=1
q12: Allowed values are 1, 2, 3; Required
q24: Allowed values are 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11; Required
q25_6: Allowed values are 1, 2; Required
q25_7: Allowed values are 1, 2; Required
q25_8: Allowed values are 1, 2; Required
q25_9: Allowed values are 1, 2; Required
q25_10: Allowed values are 1, 2; Required
q25_11: Allowed values are 1, 2; Required
q27: Allowed values are 1, 2, 3; Required; Conditional on q2=1
q28: Allowed values are 1, 2; Required; Conditional on q27=1
q30: Allowed values are 1, 2, 3, 4, 5; Required
q32: Allowed values are 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11; Required; Conditional on q28=1
q34_1: Allowed values are 1, 2; Required
q34_2: Allowed values are 1, 2; Required
q34_3: Allowed values are 1, 2; Required
q34_4: Allowed values are 1, 2; Required
q34_5: Allowed values are 1, 2; Required
q35_1: Allowed values are 1, 2; Required
q35_2: Allowed values are 1, 2; Required
q35_3: Allowed values are 1, 2; Required
q35_4: Allowed values are 1, 2; Required
q35_5: Allowed values are 1, 2; Required
q37_1: Allowed values are 1, 2; Required; Conditional on q28=2
q37_2: Allowed values are 1, 2; Required; Conditional on q28=2
q37_3: Allowed values are 1, 2; Required; Conditional on q28=2
q37_4: Allowed values are 1, 2; Required; Conditional on q28=2
q37_5: Allowed values are 1, 2; Required; Conditional on q28=2
q37_6: Allowed values are 1, 2; Required; Conditional on q28=2
q37_7: Allowed values are 1, 2; Required; Conditional on q28=2
q37_8: Allowed values are 1, 2; Required; Conditional on q28=2
q37_9: Allowed values are 1, 2; Required; Conditional on q28=2
q37_11: Allowed values are 1, 2; Required; Conditional on q28=2
q41: Allowed values are 1, 2; Required; Conditional on q2=1
q45: Allowed values are 1, 2, 3, 4, 5, 6, 7; Required; Conditional on q41=1
q45_text: Required; Conditional on q45=7
q46_1: Allowed values are 1, 2; Required
q46_2: Allowed values are 1, 2; Required
q46_3: Allowed values are 1, 2; Required
q46_4: Allowed values are 1, 2; Required
q46_5: Allowed values are 1, 2; Required
q46_6: Allowed values are 1, 2; Required
q46_7: Allowed values are 1, 2; Required
q46_8: Allowed values are 1, 2; Required
q46_9: Allowed values are 1, 2; Required
q46_10: Allowed values are 1, 2; Required
q46_11: Allowed values are 1, 2; Required
q46_12: Required; Conditional on q46=12
q46_text: Required; Conditional on q46=12
q50: Allowed values are 1, 2; Required
q52: Allowed values are 1, 2, 3, 4; Required
q52a: Required; Conditional on q52=1 OR 2
q52b: Allowed values are 1, 2, 3, 4; Required; Conditional on q52=1 OR 2
q52c: Allowed values are 1, 2; Required; Conditional on q52=3 OR 4
q52_chart: Allowed values are 0, 1; Required
q49_1: Allowed values are 0, 1; Required
q49_2: Allowed values are 0, 1; Required
q49_3: Allowed values are 0, 1; Required
q49_4: Allowed values are 0, 1; Required
q49_5: Allowed values are 0, 1; Required
q49_6: Allowed values are 0, 1; Required
q49_refused: Allowed values are 0, 1; Required
q49a_1: Allowed values are 0, 1; Required; Conditional on q49=6
q49a_2: Allowed values are 0, 1; Required; Conditional on q49=6
q49a_3: Allowed values are 0, 1; Required; Conditional on q49=6
q49a_4: Allowed values are 0, 1; Required; Conditional on q49=6
q49a_5: Allowed values are 0, 1; Required; Conditional on q49=6
q49a_6: Allowed values are 0, 1; Required; Conditional on q49=6
q49a_refused: Allowed values are 0, 1; Required; Conditional on q49=6","This dataset focuses on mobile financial inclusion, providing insights into the banking status of individuals across various age and income groups. It includes key identifiers such as case IDs and banking status indicators, allowing for effective segmentation and analysis. The dataset captures demographic information, including age and income groups, which can be used to understand financial behaviors and access to banking services. With a range of survey questions, it offers valuable measurements related to financial habits and preferences. This dataset is essential for researchers and policymakers aiming to enhance financial inclusion through mobile banking solutions.",1,1,0,0,1,1,0,0,0,0
feuq-due4,"This dataset provides detailed information on library locations across New York City, including geographic coordinates, names, street addresses, and unique identifiers for each library. It contains 216 unique entries, with data covering various attributes such as city, street name, house number, and zip code, allowing for comprehensive geolocation analysis. The dataset includes spatial data represented as points, which can be utilized for mapping and navigation purposes. Each library is linked to a specific URL for further interaction, enhancing user engagement. The dataset also features unique identifiers like bin and bbl, which serve as essential references for library locations. With a focus on library services, this dataset can be used by researchers, urban planners, and community organizations to analyze library accessibility, plan outreach programs, and improve public services in the city. Overall, it serves as a valuable resource for understanding and enhancing library access in New York City.","This dataset provides detailed information about library locations across various boroughs, including geographic coordinates, names, street addresses, and zip codes. It features 100 unique entries, each representing a specific library, with associated URLs for further exploration. The dataset includes spatial data that allows users to visualize library locations on a map, making it useful for planning visits or analyzing accessibility. Additionally, the dataset can support research on library distribution and community resources. With a variety of unique identifiers and location details, it serves as a valuable resource for both residents and researchers interested in library services.",2,2,0,0,1,1,0,0,1,1
