dataset_id,description,description_original,total_answered,total_answered_original,q1,q1_original,q2,q2_original,q3,q3_original,q4,q4_original
ud4g-9x9z,"This dataset focuses on Healthy Grocery Recognition, providing valuable insights into grocery stores and delis across various boroughs in New York City. It includes essential information such as store names, street addresses, boroughs, zip codes, and the years they were awarded recognition, spanning from 2013 to 2024. The dataset features 676 unique store names and 686 unique street addresses, highlighting the diversity of food retail options available. Each entry contains spatial data, including latitude and longitude coordinates, which allows for precise location mapping. Additionally, the dataset includes community board and council district information, enhancing its utility for urban planning and public health initiatives. This dataset can be used to identify and promote healthy food access in underserved areas, supporting efforts to encourage healthier eating habits and improve community well-being. Overall, it serves as a vital resource for researchers, policymakers, and organizations focused on food equity and public health.","This dataset focuses on Healthy Store Recognition, providing valuable insights into grocery stores and delis across various boroughs. It includes essential information such as store names, addresses, boroughs, zip codes, and the years they were awarded recognition. The dataset features spatial data, including latitude and longitude coordinates, which allows for geographic analysis of store locations. Additionally, it contains temporal data regarding the year of award and program wave, making it useful for tracking trends over time. This dataset can be utilized by researchers, policymakers, and community organizations to promote healthy food access and support local businesses.",3,3,0,0,1,1,1,1,1,1
w9ei-idxz,"This dataset provides comprehensive information on flu vaccination locations across various boroughs, including details such as facility names, addresses, contact numbers, and websites. It contains 885 unique entries, each identified by a unique object ID, and includes data on whether walk-in services and insurance are accepted, as well as whether children can receive vaccinations at these sites. The dataset is spatially enriched with latitude and longitude coordinates, allowing users to pinpoint locations accurately. It serves as a valuable resource for individuals seeking flu vaccinations, healthcare providers looking to refer patients, and public health officials aiming to monitor vaccination accessibility. The dataset can be utilized to analyze vaccination trends, identify service gaps, and enhance community health initiatives related to influenza prevention. For further information, users can access the Department of Health's website linked within the dataset.","This dataset provides comprehensive information on flu vaccination locations across various boroughs, including details such as facility names, addresses, contact numbers, and websites. It includes data on whether walk-in services are available and if insurance is required, making it a valuable resource for individuals seeking flu vaccinations. The dataset covers 100 unique locations, with spatial data represented by latitude and longitude coordinates for precise mapping. It serves as an essential tool for public health initiatives, enabling users to easily locate vaccination sites and access relevant information about services offered.",1,1,0,0,1,1,0,0,0,0
qgc5-ecnb,"This dataset provides comprehensive nutritional information for menu items from various restaurants, covering a wide range of food categories such as salads, burgers, desserts, and beverages. Each entry includes details like the menu item ID, restaurant name, item description, serving size, and nutritional values, including calories, fats, cholesterol, sodium, and more. The data spans multiple years, allowing for tracking changes in menu offerings and nutritional content over time. With 96 unique restaurants represented, this dataset serves as a valuable resource for analyzing food trends, dietary choices, and nutritional standards in the restaurant industry. It can be utilized by health professionals, researchers, and consumers interested in understanding the nutritional profiles of popular restaurant items, making informed dietary decisions, and promoting healthier eating habits. The dataset also includes indicators for kids' meals, limited-time offers, and regional specialties, enhancing its usability for targeted dietary assessments.

Column constraints outlined in Data Dictionary:
year: integer; range: 2017-2018  
restaurant_item_name: string; required  
restaurant: string; required  
restaurant_id: integer; required  
item_name: string; required  
item_description: string; required  
food_category: string; allowed values: Appetizers & Sides, Baked Goods, Beverages, Burgers, Desserts, Entrees, Fried Potatoes, Pizza, Salads, Sandwiches, Soup, Toppings & Ingredients  
serving_size: number; required  
serving_size_text: string; required  
serving_size_unit: string; required  
calories: number; required  
total_fat: number; required  
saturated_fat: number; required  
trans_fat: number; required  
cholesterol: number; required  
sodium: number; required  
potassium: number; required  
carbohydrates: number; required  
protein: number; required  
sugar: number; required  
dietary_fiber: number; required  
calories_100g: number; required  
total_fat_100g: number; required  
saturated_fat_100g: number; required  
trans_fat_100g: number; required  
cholesterol_100g: number; required  
sodium_100g: number; required  
potassium_100g: number; required  
carbohydrates_100g: number; required  
protein_100g: number; required  
sugar_100g: number; required  
dietary_fiber_100g: number; required  
calories_text: string; required  
total_fat_text: string; required  
saturated_fat_text: string; required  
trans_fat_text: string; required  
cholesterol_text: string; required  
sodium_text: string; required  
potassium_text: string; required  
carbohydrates_text: string; required  
protein_text: string; required  
sugar_text: string; required  
dietary_fiber_text: string; required  
kids_meal: integer; required  
limited_time_offer: integer; required  
regional: integer; required  
shareable: integer; required","This dataset contains detailed nutritional information for various menu items from multiple restaurants, covering the years 2017 and 2018. Each entry includes essential data such as item names, descriptions, serving sizes, and nutritional components like calories, fats, cholesterol, and carbohydrates. The dataset is valuable for analyzing food options, understanding dietary choices, and promoting healthier eating habits. It can be used by nutritionists, dietitians, and health-conscious consumers to make informed decisions about their meals. Additionally, the dataset's structure allows for easy aggregation and classification of food items based on their nutritional profiles and categories.",2,2,0,0,1,1,1,1,0,0
ykvb-493p,"This dataset provides a comprehensive analysis of HIV/AIDS demographics across various neighborhoods in New York City from 2010 to 2021. It includes key variables such as year, borough, neighborhood, sex, race, and the number of HIV and AIDS diagnoses, allowing for a detailed examination of trends and disparities in HIV/AIDS diagnoses over time. The dataset features 10 unique years, 6 boroughs, and 66 neighborhoods, capturing a wide range of demographic information. It includes metrics like the number of reported HIV diagnoses, concurrent HIV/AIDS cases, and their rates per 100,000 population, which are essential for understanding the public health landscape. This dataset can be utilized by researchers, public health officials, and policymakers to identify at-risk populations, evaluate the effectiveness of interventions, and inform strategies to combat HIV/AIDS in diverse communities.

Column constraints outlined in Data Dictionary:
hiv_diagnoses_num: >=0; NA; *
hiv_diagnoses_num_per_100k: >=0; NA; *
hiv_aids_concurrent_num: >=0; NA; *
concurrent_hiv_aids_among_all: >=0; NA; *
aids_diagnoses_num: >=0; NA; *
aids_diagnoses_num_per_100k: >=0; NA; *
year: 2010-latest available
sex: All; Male; Female
neighborhood: Kingsbridge-Riverdale, North East Bronx, Fordham-Bronx Pk, Pelham-Throgs Neck, Crotona-Tremont, Highbridge-Morrisania, Hunts Point-Mott Haven, Greenpoint, Downtown-Brooklyn Heights-Park Slope, Bedford Stuyvesant-Crown Heights, East New York, Sunset Park, Borough Park, East Flatbush-Flatbush, Canarsie-Flatlands, Bensonhurst-Bay Ridge, Coney Island, Williamsburg-Bushwick, Washington Heights-Inwood, Central Harlem, East Harlem, Upper West Side, Upper East Side, Chelsea-Clinton, Gramercy Park-Murray Hill, Greenwich Village - Soho, Union Square, Lower Manhattan, LI City-Astoria, West Queens, Flushing, Bayside-Little Neck, Ridgewood, Fresh Meadows, Southwest Queens, Jamaica, Southeast Queens, Rockaway, Port Richmond, Stapleton-St George, Willowbrook, South Beach-Tottenville","This dataset provides a comprehensive analysis of HIV/AIDS demographics across various neighborhoods in New York City from 2010 to 2021. It includes key variables such as year, borough, neighborhood, sex, race, and the number of HIV and AIDS diagnoses, allowing for detailed insights into the healthcare landscape. The data spans six boroughs and covers multiple demographic categories, making it a valuable resource for public health research and policy-making. Researchers can utilize this dataset to identify trends, disparities, and the impact of interventions on HIV/AIDS diagnoses within different communities.",2,2,0,0,1,1,1,1,0,0
3qty-g4aq,"This dataset focuses on Youth Risk Behavior, providing valuable insights into various health-related behaviors among adolescents. It includes data on smoking, binge drinking, soda consumption, and physical activity levels, collected through surveys conducted from 2011 to 2021. The dataset features measurements such as the prevalence of smoking in the past 30 days, binge drinking, and the percentage of adolescents who received help from a counselor in the past year. Additionally, it captures the rates of adolescent obesity and the frequency of physical activity, offering a comprehensive view of youth health trends. The data spans multiple years, allowing for temporal analysis of these behaviors. This dataset can be utilized by researchers, policymakers, and health professionals to assess risk factors, develop interventions, and promote healthier lifestyles among youth. Overall, it serves as a crucial resource for understanding and addressing adolescent health issues.","This dataset focuses on Youth Risk Behaviors, providing insights into various health-related metrics among adolescents. It includes data on smoking and binge drinking prevalence, as well as the percentage of youth who sought help from counselors in the past year. The dataset spans multiple years, from 2011 to 2021, and covers key health indicators such as adolescent obesity and physical activity levels. Each measurement is categorized within the healthcare domain, allowing for comprehensive analysis of trends over time. Researchers and policymakers can utilize this dataset to assess risk behaviors and develop targeted interventions for youth health improvement.",2,1,0,0,1,0,1,1,0,0
fcau-jc6k,"This dataset provides comprehensive information on infant mortality rates in New York City, covering the years from 2006 to 2022. It includes key metrics such as the infant mortality rate, neonatal mortality rate, and postneonatal mortality rate, along with the number of infant deaths categorized by maternal race or ethnicity. The dataset features 16 unique years and 14 different racial or ethnic categories, allowing for detailed demographic analysis. Each entry reflects the number of live births and mortality rates per 1,000 live births, offering valuable insights into healthcare outcomes. This dataset can be utilized for research on public health trends, policy-making, and interventions aimed at reducing infant mortality. It serves as a critical resource for understanding the disparities in health outcomes among different racial and ethnic groups, ultimately contributing to efforts in improving maternal and infant health in urban settings.

Column constraints outlined in Data Dictionary:
year: integer; range 2007-2016  
materal_race_or_ethnicity: allowed values include Puerto Rican, Other Hispanic, Asian and Pacific Islander, White Non-Hispanic, Black Non-Hispanic, Other/Two or More  
infant_mortality_rate: numeric; rates with relative standard error (RSE) >30 are suppressed  
neonatal_mortality_rate: numeric; rates with relative standard error (RSE) >30 are suppressed  
postneonatal_mortality_rate: numeric; rates with relative standard error (RSE) >30 are suppressed  
infant_deaths: integer; counts under 5 are suppressed  
neonatal_infant_deaths: integer; counts under 5 are suppressed  
postneonatal_infant_deaths: integer; counts under 5 are suppressed","This dataset focuses on infant mortality rates, providing valuable insights into healthcare outcomes across different racial and ethnic groups. It includes data from 2006 to 2022, with key metrics such as infant mortality rates, neonatal mortality rates, and postneonatal mortality rates, along with the number of infant deaths and live births. The dataset categorizes information by year and maternal race or ethnicity, allowing for detailed statistical analysis and demographic comparisons. Researchers and policymakers can utilize this dataset to identify trends, assess healthcare disparities, and develop targeted interventions to improve infant health outcomes.",3,2,1,0,1,1,1,1,0,0
da9u-wz3r,"This dataset focuses on heavy metal testing across various consumer products, including cosmetics, food items, dietary supplements, and toys. It contains 8,494 unique entries, detailing the presence of metals such as lead, mercury, arsenic, and cadmium in products from diverse manufacturers and countries. Each entry includes information on product type, name, concentration levels, and the countries of manufacture and purchase, providing a comprehensive overview of potential hazardous materials in everyday items. The dataset spans a temporal range from April 3, 2011, to October 14, 2024, allowing for trend analysis over time. It serves as a valuable resource for researchers, policymakers, and consumers interested in understanding the risks associated with heavy metal exposure in consumer products, particularly in regions like India, Pakistan, and Bangladesh, where such issues are prevalent. This dataset can aid in regulatory assessments and public health initiatives aimed at reducing lead poisoning and other metal-related health risks.

Column constraints outlined in Data Dictionary:
product_type: allowed values are Cosmetics, Food-Spice, Food-Candy, Food-Other, Jewelry, Dietary Supplement/Medications/Remedy, Paint Supplies, Religious Powder, Tableware/Pottery, Toys/Children's products, QA/QC - Lab Test, Other  
metal: allowed values are Arsenic, Cadmium, Lead, Mercury  
concentration: value is numerical; sentinel value of -1 indicates ""Not Detected""  
units: allowed values are ppm, mg/kg, mg/cm², mg/L  
manufacturer: allow text and numerical values; sentinel value of ""Unknown"" is permitted  
made_in_country: allow text value; sentinel value of ""Unknown"" is permitted  
purchase_country: allow text value; sentinel value of ""Unknown"" is permitted  
investigation_type: allowed values are Child case investigation (C), Adult case investigation (A), Store survey (S)  
collection_date: format is MM/DD/YYYY","This dataset focuses on consumer products containing metals, specifically analyzing the concentration of harmful metals like lead, mercury, and cadmium in various items such as cosmetics, food, and dietary supplements. It includes 100 unique entries, detailing product types, names, manufacturers, and their countries of origin and purchase. The data spans from March 2011 to September 2024, providing a comprehensive temporal coverage. This dataset can be utilized for assessing the safety of consumer products, regulatory compliance, and public health research, helping to identify potential risks associated with metal exposure in everyday items.",3,2,1,0,1,1,1,1,0,0
5ery-qagt,"This dataset provides detailed information on cafeteria inspections for various schools across New York City, including both public and private institutions. It includes key attributes such as the school name, address, inspection dates, and descriptions of any violations found during inspections. The dataset contains 2,236 unique entries, covering a wide range of schools from different boroughs, including Manhattan, Brooklyn, Queens, the Bronx, and Staten Island. Each entry is identified by a unique entity ID and includes spatial data such as latitude and longitude for precise geolocation. The violations are categorized by severity, allowing for an understanding of compliance with health and safety regulations. This dataset can be utilized by researchers, policymakers, and the public to assess food safety standards in school cafeterias, track compliance over time, and identify areas needing improvement to ensure the health and safety of students.

Column constraints outlined in Data Dictionary:
borough: Allowed values are MANHATTAN, BRONX, BROOKLYN, QUEENS, STATEN ISLAND; Note: discrepancies may exist between zip code and listed borough due to differences in mailing address and physical location  
lastinspection: Nullable; NULL indicates no inspection has occurred  
inspectiondate: Nullable; Format is YYYY-MM-DDTHH:MM:SS.sss  
ptet: Allowed values are 2529, 2530, 2531, 2533  
site_type: Allowed values are 2529, 2530, 2531, 2533  
level: Allowed values are CP, A, CH, C, AV, NV, G; Critical violations are most likely to contribute to foodborne illness  
code: Nullable; Blank indicates no violations were cited during inspection  
latitude: Must be a valid coordinate; Format is degrees and minutes; Nullable  
longitude: Must be a valid coordinate; Format is degrees and minutes; Nullable  
communityboard: Nullable  
councildistrict: Allowed values are 1 to 51; Nullable  
censustract: Nullable  
bin: Must be a seven-digit numerical identifier; The first digit is the borough code  
bbl: Nullable  
nta: Nullable  
borocode: Allowed values are 1 (Manhattan), 2 (Bronx), 3 (Brooklyn), 4 (Queens), 5 (Staten Island)","This dataset contains detailed information on school cafeteria inspections across New York City, covering various educational institutions. It includes key attributes such as school names, addresses, inspection dates, and violation descriptions, which help identify compliance with health and safety regulations. The dataset spans a temporal range from May 2023 to April 2026, providing insights into inspection trends over time. It features spatial data, including latitude and longitude coordinates, allowing for geographic analysis. This dataset can be utilized by researchers, policymakers, and the public to assess food safety practices in school cafeterias and improve overall health standards in educational settings.",4,2,1,0,1,1,1,1,1,0
dxnu-p2qd,"This dataset provides a comprehensive analysis of HIV/AIDS demographics across various neighborhoods in New York City from 2010 to 2021. It includes key variables such as year, neighborhood, race, age, and the number of reported HIV and AIDS diagnoses, allowing for a detailed examination of trends over time. The dataset features 54 unique neighborhoods and covers multiple demographic categories, including race and age groups, which can be instrumental in understanding the impact of HIV/AIDS on different communities. Additionally, it offers insights into concurrent HIV/AIDS diagnoses, providing a measure of the proportion of individuals diagnosed with both conditions. This dataset can be utilized by public health officials, researchers, and policymakers to identify at-risk populations, allocate resources effectively, and develop targeted interventions to combat the spread of HIV/AIDS in specific areas. Overall, it serves as a valuable resource for studying the epidemiology of HIV/AIDS in urban settings.

Column constraints outlined in Data Dictionary:
hiv_diagnoses_num: >=0; NA; *
hiv_diagnoses_num_per_100k: >=0; NA; *
hiv_aids_concurrent_num: >=0; NA; *
concurrent_hiv_aids_among_all: >=0; NA; *
aids_diagnoses_num: >=0; NA; *
aids_diagnoses_num_per_100k: >=0; NA; *
year: 2010-latest available
age: All; 0-19; 20-29; 30-39; 40-49; 50-59; 60+
neighborhood: Kingsbridge-Riverdale; North East Bronx; Fordham-Bronx Pk; Pelham-Throgs Neck; Crotona-Tremont; Highbridge-Morrisania; Hunts Point-Mott Haven; Greenpoint; Downtown-Brooklyn Heights-Park Slope; Bedford Stuyvesant-Crown Heights; East New York; Sunset Park; Borough Park; East Flatbush-Flatbush; Canarsie-Flatlands; Bensonhurst-Bay Ridge; Coney Island; Williamsburg-Bushwick; Washington Heights-Inwood; Central Harlem; East Harlem; Upper West Side; Upper East Side; Chelsea-Clinton; Gramercy Park-Murray Hill; Greenwich Village - Soho; Union Square; Lower Manhattan; LI City-Astoria; West Queens; Flushing; Bayside-Little Neck; Ridgewood; Fresh Meadows; Southwest Queens; Jamaica; Southeast Queens; Rockaway; Port Richmond; Stapleton-St George; Willowbrook; South Beach-Tottenville","This dataset provides a comprehensive analysis of HIV/AIDS demographics across various neighborhoods in New York City from 2010 to 2021. It includes key variables such as year, neighborhood, race, age, and the number of HIV and AIDS diagnoses, allowing for a detailed examination of trends and disparities in healthcare outcomes. The data covers 45 unique neighborhoods and includes demographic information categorized by race and age. This dataset can be utilized for public health research, policy-making, and community health initiatives aimed at understanding and addressing the impact of HIV/AIDS in different populations.",2,2,0,0,1,1,1,1,0,0
27x4-cbi6,"This dataset provides comprehensive information on maternal mortality, specifically focusing on deaths associated with pregnancy from 2016 to 2021 across various boroughs. It includes data on the year of death, the relationship of the death to pregnancy, the underlying cause of death, race and ethnicity, and the borough of residence. The dataset categorizes deaths into three main types: pregnancy-related, pregnancy-associated but not related, and unable to determine pregnancy-relatedness, with underlying causes classified according to the CDC PMSS-MM system. The data spans multiple racial and ethnic groups, allowing for a nuanced understanding of maternal mortality trends. This dataset can be utilized for research and analysis aimed at improving maternal health outcomes, identifying disparities in maternal mortality rates, and informing public health policies. It serves as a vital resource for healthcare professionals, policymakers, and researchers interested in addressing maternal mortality and enhancing maternal care.

Column constraints outlined in Data Dictionary:
year: Numeric field; Range: 2016 to 2021 (inclusive)  
related: Allowed values: Pregnancy-associated death, Pregnancy-related death, Pregnancy-associated but not related death, Unable to Determine, All  
underlying_cause: Allowed values: Hemorrhage, Infection/Sepsis, Embolism, Preeclampsia and Eclampsia, Cardiovascular Conditions, Unintentional Injury, Homicide, Cancer, Mental Health Conditions (Suicide), Mental Health Conditions (Overdose related to substance use disorder), Asthma/Pulmonary Conditions, Unknown COD, Other  
race_ethnicity: Allowed values: All, Asian/Pacific Islander, Black non-Latina, Latina, White non-Latina  
borough: Allowed values: All, Manhattan, Brooklyn, Queens, Staten Island, Bronx, Rest of State  
deaths: Numeric field; Range: 0.0 to 23.0 (inclusive)","This dataset provides a comprehensive analysis of maternal mortality, focusing on various underlying causes of death related to pregnancy across different boroughs. It includes data from 2016 to 2021, capturing 100 unique entries that categorize deaths by year, related conditions, underlying causes, race and ethnicity, and location. The dataset features 14 unique underlying causes, such as mental health conditions and infections, and covers diverse demographic groups. It can be utilized for public health research, policy-making, and interventions aimed at reducing maternal mortality rates, ultimately contributing to improved healthcare outcomes for mothers.",3,3,1,1,1,1,1,1,0,0
wi3r-8uzb,"This dataset, derived from the Community Mental Health Survey (CMHS) conducted in 2012, provides insights into the mental health status of adults in New York City. It includes various measures of mental health prevalence, such as serious psychological distress and serious mental illness, along with treatment access and barriers faced by individuals with these conditions. The dataset features 16 unique prevalence values, with confidence intervals indicating the precision of these estimates. Each entry details the percentage of respondents experiencing specific mental health issues, as well as their treatment experiences and challenges. The data is crucial for understanding the mental health landscape in New York City, highlighting the need for improved access to care and support for those affected by mental health issues. This dataset can be utilized by researchers, policymakers, and healthcare providers to inform mental health initiatives and improve services for the community.

Column constraints outlined in Data Dictionary:
prevalence: value must be a numeric type; values may include an asterisk (*) indicating caution in interpretation due to high relative standard error or confidence interval halfwidth; value range is expected to be between 0 and 100, inclusive.","This dataset contains information from a mental health survey conducted in 2012, focusing on various aspects of mental health among respondents. It includes data on serious psychological distress and serious mental illness, as well as treatment received, barriers to care, and demographic factors such as employment status and poverty level. The dataset features prevalence rates, along with lower and upper confidence intervals, providing a comprehensive view of mental health challenges faced by individuals. It can be utilized for research on mental health trends, treatment accessibility, and the impact of socioeconomic factors on mental health outcomes.",2,3,1,1,1,1,0,1,0,0
4mhf-duep,"This dataset focuses on heat vulnerability assessment, providing valuable insights into the spatial distribution of heat vulnerability across various zip code areas (zcta20) in the region. It contains 184 unique zip codes, ranging from 10001 to 11697, and categorizes heat vulnerability into five distinct levels (hvi), with values from 1 to 5. The zcta20 column represents specific locations, offering a detailed spatial resolution that can be crucial for urban planning and public health initiatives. The hvi column indicates the level of vulnerability to heat, which can be instrumental in identifying areas at higher risk for heat-related health issues, particularly in the context of climate change and urban heat islands. This dataset can be utilized by researchers, policymakers, and community organizations to develop targeted interventions aimed at reducing heat exposure and improving resilience in vulnerable populations.","This dataset focuses on Heat Vulnerability Assessment, providing valuable insights into the heat vulnerability index (HVI) across various zip code areas (zcta20). It contains 100 unique zip codes, each associated with an integer value representing the level of heat vulnerability, ranging from 0 to 5. The dataset can be utilized by researchers, urban planners, and public health officials to identify areas at higher risk during heat events, enabling targeted interventions and resource allocation. The spatial data is organized by zip code, making it easy to analyze and visualize heat vulnerability patterns across different regions.",2,2,0,0,1,1,0,0,1,1
2xir-kwzz,"This dataset provides comprehensive information on beach water quality, specifically focusing on enterococci bacteria levels at various New York City beaches. It includes 29,665 unique sample identifiers collected from 2005 to 2025, with sampling locations categorized as left, center, or right on the beach. Each entry records the date of sampling, the beach name, and the measured enterococci results, expressed in most probable number per 100 milliliters (MPN/100 ml). The dataset spans a wide range of enterococci results, from 4.0 to 24,196.0, indicating varying water quality conditions. This data can be utilized for monitoring beach safety, assessing water quality for recreational activities, and informing public health decisions. Additionally, the dataset is enriched with semantic details, such as the context of each measurement and the methodology used for sampling, ensuring users have a clear understanding of the data's significance and application in beach water quality assessments.

Column constraints outlined in Data Dictionary:
sample_id: Format: XXYYMMDDHHMM-##; Uniqueness: Must be unique  
sample_date: Format: MM/DD/YY; Nullability: Missing values are not allowed  
beach_name: Type: Text; Nullability: Missing values are not allowed  
sample_location: Allowed values: left, center, right; Nullability: Missing values are not allowed  
enterococci_results: Type: Numerical; Units: MPN/100 ml; Nullability: Missing values are allowed  
units_or_notes: Allowed values: MPN/100 ml; Nullability: Missing values are not allowed","This dataset focuses on beach water quality, specifically measuring enterococci levels at various beach locations. It includes 100 unique samples collected from 2005 to 2025, with measurements expressed in MPN/100 ml. Each entry features a unique sample ID, the date of sampling, the beach name, and the specific location of the sample. The dataset provides valuable insights into water quality, helping to assess the safety of recreational water activities. The temporal coverage spans from July 17, 2005, to June 22, 2025, allowing for trend analysis over time. This information is crucial for public health monitoring and environmental management.",4,2,1,0,1,1,1,1,1,0
